County name,Farm per 1000 Cap,Housing Unit Count per Cap,Housing Unit Price,Household Income Mean
Carter County,6.894870634,0.487202702,356,48435
Cheatham County,10.18683692,0.403037273,461,82015
Chester County,19.63526516,0.405627657,364,60543
Claiborne County,26.15663744,0.466797702,343,46587
Clay County,46.32811506,0.50744559,375,44712
Cocke County,16.11873604,0.475662305,382,48416
Coffee County,11.92787795,0.41098148,437,60656
Crockett County,24.04637515,0.437558148,463,59049
Cumberland County,12.46609162,0.472995215,370,58475
Davidson County,0.479777383,0.472959061,607,75664
Decatur County,29.49152542,0.558305085,410,46190
DeKalb County,26.62436198,0.461350991,358,48484
Dickson County,18.3896879,0.402456585,435,73223
Dyer County,11.18039722,0.447655413,481,54973
Fayette County,17.60500045,0.406668765,464,84764
Fentress County,26.6282478,0.458443042,331,50865
Franklin County,15.19817445,0.438996832,469,61553
Gibson County,14.95468865,0.43755591,424,59009
Giles County,47.04400891,0.455393755,394,61476
Grainger County,32.46520161,0.468472062,338,51351
Greene County,31.93547508,0.442382626,352,54071
Grundy County,14.20695505,0.439143342,361,45573
Hamblen County,6.660267297,0.410618031,389,52794
Hamilton County,1.265999751,0.428744149,513,72568
Hancock County,49.87212276,0.521028701,278,31995
Hardeman County,23.51183455,0.421011245,425,46173
Hardin County,16.22189231,0.546619836,390,49149
Hawkins County,21.60987688,0.459803608,362,55278
Haywood County,21.34877464,0.482365327,438,43513
Henderson County,23.27644325,0.459283966,385,53471
Henry County,24.57196728,0.518322537,389,48540
Hickman County,25.17498743,0.409451255,390,57223
Houston County,32.79456547,0.463808855,374,54475
Humphreys County,30.42855682,0.453513348,408,59333
Jackson County,42.25921138,0.471234648,361,41475
Jefferson County,13.94869716,0.425941875,421,63084
Johnson County,23.55992651,0.473089809,339,52152
Knox County,1.701042727,0.423496491,475,71662
Lake County,7.474307069,0.388819682,394,30500
Lauderdale County,17.3365814,0.434307755,426,49205
Lawrence County,26.4058364,0.402414617,392,53233
Lewis County,18.85526904,0.428230735,362,49477
Lincoln County,39.45470872,0.438736361,462,63115
Loudon County,10.30114761,0.409068229,441,80296
McMinn County,17.17940586,0.42335342,388,59674
McNairy County,22.60276597,0.470367391,392,50714
Macon County,28.98230902,0.398874545,408,56269
Madison County,6.154826759,0.43740103,498,58189
Marion County,10.32656072,0.463924093,371,58103
Marshall County,26.29006262,0.383676381,451,70829
Maury County,12.71481602,0.395384927,494,74162
Meigs County,22.60170768,0.442275956,358,58395
Monroe County,15.05472596,0.438519754,366,56648
Montgomery County,3.10537547,0.366735088,470,72365
Moore County,41.48826222,0.442344604,430,66687
Morgan County,19.35865901,0.38945067,405,57408
Obion County,17.778659,0.473976405,395,53102
Overton County,39.14908072,0.440236083,362,46159
Perry County,27.92923111,0.537442973,371,50489
Pickett County,46.98512138,0.658183242,344,44591
Polk County,14.66899335,0.482931617,330,60227
Putnam County,10.40120621,0.423952223,445,56537
Rhea County,13.72306453,0.440490233,373,58133
Roane County,10.25695252,0.450459977,458,66218
Robertson County,14.23673511,0.372971871,515,78439
Rutherford County,3.368736008,0.358985241,486,82588
Scott County,11.32477684,0.437491673,346,42679
Sequatchie County,10.38592509,0.394494892,405,52260
Sevier County,5.020761798,0.577028268,366,63829
Shelby County,0.457975026,0.442757515,588,62337
Smith County,36.47211663,0.416157436,440,62799
Stewart County,25.06091194,0.466272189,403,62052
Sullivan County,6.45347658,0.466598649,400,56802
Sumner County,5.894549903,0.384354882,553,86005
Tipton County,7.332722273,0.38921318,433,71736
Trousdale County,24.09737643,0.317953779,525,63190
Unicoi County,4.476275739,0.489033124,403,50381
Union County,20.98366882,0.461403342,374,61858
Van Buren County,40.23332336,0.435985642,366,60281
Warren County,22.58190238,0.420527752,375,54088
Washington County,9.223586027,0.439881984,424,61051
Wayne County,39.25128334,0.451045449,324,52824
Weakley County,25.20957723,0.45316929,350,49502
White County,27.99917548,0.41768586,357,52206
Williamson County,4.284079425,0.350818917,688,131202
Wilson County,8.49083249,0.358792101,508,94048
Anderson County,29.25460411,0.344031456,528,58846
Andrews County,7.874015748,0.373249485,508,76902
Angelina County,9.512566123,0.417712898,490,58847
Aransas County,3.08654034,0.617112717,593,61754
Archer County,49.91807755,0.428181322,644,71958
Armstrong County,101.713654,0.490878939,555,68462
Atascosa County,31.69581115,0.36005911,470,69413
Austin County,59.30068211,0.432802802,660,75994
Bailey County,55.32641161,0.3962452,474,70625
Bandera County,31.66885677,0.504029785,470,69703
Bastrop County,16.27933282,0.332973697,659,82730
Baylor County,64.81743561,0.614208888,498,42313
Bee County,23.794274,0.339684878,412,56075
Bell County,5.831151865,0.380045948,589,66051
Bexar County,0.990253965,0.379351395,620,70571
Blanco County,58.09252882,0.456580326,627,87564
Borden County,183.1238779,0.631956912,423,64250
Bosque County,72.79230001,0.491453216,520,69339
Bowie County,13.77293678,0.432548482,519,59295
Brazoria County,6.141947225,0.354739802,679,95155
Brazos County,4.418645643,0.397069192,725,58388
Brewster County,21.56079091,0.626314682,517,52612
Briscoe County,101.7402945,0.603078983,355,41188
Brooks County,47.03264095,0.572106825,396,31310
Brown County,43.48839015,0.494085061,530,55305
Burleson County,75.72228554,0.470043114,506,72888
Burnet County,25.62722085,0.441064571,627,77158
Caldwell County,25.34808316,0.324489796,582,68503
Calhoun County,12.88737338,0.538712266,518,71870
Callahan County,71.84399589,0.446322272,479,68455
Cameron County,2.889731727,0.364840208,463,51334
Camp County,31.60133698,0.44021574,535,55061
Carson County,63.03675713,0.479560289,529,84583
Cass County,32.80693173,0.487841521,466,54328
Castro County,56.23306233,0.4100271,414,63485
Chambers County,8.739920611,0.322967657,610,108114
Cherokee County,26.51109483,0.39388986,508,59830
Childress County,50.00748615,0.439437041,504,60333
Clay County,82.10624418,0.480335508,557,77355
Cochran County,135.1142083,0.487804878,403,42137
Coke County,127.5029446,0.63221437,484,46431
Coleman County,134.0425532,0.613516896,485,52364
Collin County,1.857079778,0.336297222,1057,117588
Collingsworth County,109.153581,0.563385676,485,60165
Colorado County,79.25494761,0.468731083,575,68554
Comal County,4.404150217,0.369412978,695,99015
Comanche County,104.4640992,0.483320565,565,59946
Concho County,120.2645821,0.426939266,536,59632
Cooke County,49.43738985,0.403113561,648,72472
Coryell County,16.61456524,0.33784879,551,68904
Cottle County,204.2755344,0.7695962,385,58819
Crane County,9.577710057,0.398127993,467,59915
Crockett County,98.24937478,0.621293319,383,81739
Crosby County,87.47514911,0.530417495,467,52197
Culberson County,32.38686779,0.425465839,369,42672
Dallam County,42.91788467,0.405660377,508,72332
Dallas County,0.24359683,0.396633996,765,74149
Dawson County,44.05511141,0.416057153,450,55789
Deaf Smith County,35.84752636,0.37810219,450,54114
Delta County,76.67788206,0.432264919,477,62855
Denton County,2.809246785,0.348400184,987,108185
DeWitt County,75.69622753,0.455362433,504,64014
Dickens County,288.6956522,0.64173913,431,50417
Dimmit County,25.79146804,0.490404596,410,33409
Donley County,104.2906358,0.61071093,460,56648
Duval County,108.9201878,0.46218049,399,50081
Eastland County,66.1563696,0.513449973,435,51741
Ector County,1.046923339,0.397254473,539,71031
Edwards County,329.7180043,0.652928416,389,38500
Ellis County,11.02901625,0.312156016,724,95898
El Paso County,0.663405589,0.366314068,531,58859
Erath County,53.93743258,0.416104818,644,65351
Falls County,64.55610635,0.419614691,465,55372
Fannin County,54.54075032,0.3814489,581,68377
Fayette County,113.975204,0.518283114,603,76541
Fisher County,152.2510232,0.556889495,481,64700
Floyd County,90.63863546,0.51586672,467,55461
Foard County,174.7388414,0.571699905,478,42212
Fort Bend County,1.28647356,0.306431116,962,113409
Franklin County,46.27932551,0.469299853,563,66800
Freestone County,62.53330104,0.440833132,557,58460
Frio County,30.32786885,0.326741803,539,60098
Gaines County,27.25843089,0.334658396,586,76605
Galveston County,1.53236057,0.43379413,773,85348
Garza County,54.03659849,0.45080732,437,50545
Gillespie County,71.7710146,0.506232466,680,67799
Glasscock County,163.0529055,0.401561145,632,106806
Goliad County,151.225592,0.490375294,484,59556
Gonzales County,93.31337325,0.447904192,488,59355
Gray County,13.73994638,0.477546917,462,56082
Grayson County,18.93949459,0.401017724,626,70455
Gregg County,3.181269192,0.423037757,542,64809
Grimes County,49.86845252,0.36438651,543,67080
Guadalupe County,12.13838476,0.345172827,620,93776
Hale County,24.37955748,0.419334648,404,52788
Hall County,143.9179632,0.618104668,441,46728
Hamilton County,111.5224433,0.503933364,532,55339
Hansford County,27.36715941,0.456252497,546,68299
Hardeman County,92.18612818,0.546093064,523,61179
Hardin County,10.32895858,0.420760184,510,72532
Harris County,0.305631403,0.376221478,706,73104
Harrison County,14.22166176,0.413759283,472,66040
Hartley County,44.83586869,0.361889512,664,82122
Haskell County,95.30818767,0.567433303,464,54044
Hays County,3.218858401,0.341661273,836,85827
Hemphill County,67.96426292,0.540523293,618,72052
Henderson County,21.61958224,0.472772589,511,63955
Hidalgo County,2.235412431,0.330308695,459,52281
Hill County,51.86866472,0.420778417,521,63147
Hockley County,41.71122995,0.428225994,463,54810
Hood County,16.04316755,0.416572635,614,86802
Hopkins County,48.29311056,0.407204002,538,64725
Houston County,63.56714871,0.488038924,549,54563
Howard County,13.2001427,0.45402653,510,71457
Hudspeth County,44.90022173,0.313192905,333,39336
Hunt County,29.51258749,0.353519359,602,70112
Hutchinson County,8.468130419,0.515947467,465,65470
Irion County,104.8492792,0.520969856,603,58125
Jack County,94.59459459,0.404234944,557,65693
Jackson County,53.97801623,0.459369275,533,61752
Jasper County,27.92718874,0.503175616,445,49919
Jeff Davis County,60.1799775,0.83408324,350,32625
Jefferson County,2.409942193,0.430603903,519,59934
Jim Hogg County,45.38511892,0.421339734,379,42230
Jim Wells County,24.68754822,0.41678239,470,47492
Johnson County,13.03746907,0.325789491,583,81826
Jones County,47.38609113,0.338609113,513,63472
Karnes County,63.28863051,0.389244897,489,59103
Kaufman County,12.5259694,0.266614096,727,88606
Kendall County,22.03442155,0.362680404,843,110498
Kenedy County,90.90909091,0.209090909,147,45455
Kent County,194.8790896,0.688477952,619,71420
Kerr County,18.31168831,0.471966605,602,67927
Kimble County,140.6498523,0.641899568,519,65703
King County,251.1627907,0.688372093,462,70192
Kinney County,59.54246318,0.485114384,503,66341
Kleberg County,12.48275409,0.459365351,506,57612
Knox County,79.56989247,0.553609831,484,56304
Lamar County,36.39095397,0.443794025,534,61122
Lamb County,69.28351856,0.464491211,397,56997
Lampasas County,45.71137262,0.416415311,696,76919
La Salle County,51.50471627,0.34541099,564,55469
Lavaca County,132.7347731,0.50953652,491,61768
Lee County,93.21987968,0.429461818,530,66000
Leon County,95.64019643,0.540064678,494,59975
Liberty County,11.48276282,0.302193981,534,64773
Limestone County,55.9617174,0.462138331,570,58109
Lipscomb County,98.26388889,0.522569444,565,71442
Live Oak County,66.26556363,0.498955461,438,53869
Llano County,34.45149592,0.672753961,626,65636
Loving County,229.1666667,0.979166667,533,51087
Lubbock County,3.927988906,0.416831096,642,63367
Lynn County,86.02150538,0.424563172,539,57411
McCulloch County,75.45649839,0.566058002,552,51919
McLennan County,11.61423002,0.3964891,637,63888
McMullen County,302.6548673,0.57699115,437,45833
Madison County,59.01851985,0.367154284,519,67128
Marion County,25.1442704,0.578009068,388,47447
Martin County,76.26955011,0.426144043,544,77083
Mason County,163.029847,0.604715325,590,68750
Matagorda County,22.36816795,0.518562282,527,55174
Maverick County,3.97763008,0.344353975,459,51270
Medina County,39.62674626,0.355238318,580,73462
Menard County,195.7090529,0.684981685,512,48191
Midland County,1.901006063,0.389815183,684,93984
Milam County,78.29045453,0.4427157,495,59076
Mills County,191.5406531,0.572868727,543,64494
Mitchell County,51.18198037,0.412243533,527,56033
Montague County,75.10278666,0.471128369,552,62818
Montgomery County,1.732894173,0.338576039,751,97266
Moore County,9.9670812,0.375868691,540,61325
Morris County,27.49507551,0.477019041,421,55082
Motley County,209.8522167,0.734975369,428,62857
Nacogdoches County,15.42721519,0.441136198,472,51528
Navarro County,39.14527798,0.385438593,578,59310
Newton County,35.7742694,0.542492442,389,41044
Nolan County,31.23677902,0.502679453,518,50160
Nueces County,1.554690265,0.433583009,614,66021
Ochiltree County,29.33004014,0.446639909,594,64988
Oldham County,97.64125069,0.433900165,512,76402
Orange County,5.957150322,0.437566045,498,73372
Palo Pinto County,37.9411862,0.501041977,597,64972
Panola County,32.31691426,0.469898358,446,62593
Parker County,24.36744256,0.32712137,735,102099
Parmer County,49.33291964,0.388147688,487,68164
Pecos County,16.92495922,0.397838499,499,67689
Polk County,10.94769435,0.473238969,468,59066
Potter County,2.119512599,0.428551492,523,50448
Presidio County,25.85297221,0.59444249,481,29014
Rains County,47.42221554,0.440252518,564,64874
Randall County,5.599580198,0.406099092,701,80905
Reagan County,28.99012424,0.439311883,474,70288
Real County,76.47907648,0.65981241,415,45417
Red River County,89.00478796,0.528898769,457,46912
Reeves County,12.54600201,0.428069588,535,56056
Refugio County,46.74284018,0.493841816,459,58016
Roberts County,142.1744325,0.468339307,626,66118
Robertson County,76.50489835,0.484682032,492,66250
Rockwall County,2.619596626,0.302282479,936,124917
Runnels County,106.553174,0.511639832,485,63490
Rusk County,24.51724073,0.398156993,467,67506
Sabine County,17.20023862,0.762079936,458,59924
San Augustine County,29.22621347,0.617870478,389,46338
San Jacinto County,20.05046716,0.4939985,529,59526
San Patricio County,8.675332671,0.419130508,588,67512
San Saba County,157.0442992,0.517066086,477,54855
Schleicher County,153.3449175,0.560382276,553,90141
Scurry County,42.25525877,0.425390167,515,62689
Shackelford County,65.63584727,0.496055538,653,64659
Shelby County,33.02744709,0.476603836,450,50436
Sherman County,101.7683147,0.403103573,695,74167
Smith County,10.0164197,0.396128323,614,71923
Somervell County,31.68944345,0.392850069,543,83382
Starr County,16.9102077,0.345532912,378,38182
Stephens County,47.91556728,0.492770449,517,54695
Sterling County,50.46863735,0.366258111,465,78750
Stonewall County,278.5425101,0.593522267,494,61250
Sutton County,88.40624044,0.532272866,553,75000
Swisher County,64.12679948,0.441762396,400,39031
Tarrant County,0.448288167,0.371126118,795,81905
Taylor County,8.211648176,0.413814653,586,66406
Terrell County,83.56545961,0.923398329,479,46989
Terry County,57.66247199,0.413377004,458,45905
Throckmorton County,120.7571802,0.626631854,438,58864
Titus County,21.7770311,0.383871684,541,59220
Tom Green County,11.59005187,0.432537072,556,66254
Travis County,0.637938885,0.436026095,994,97169
Trinity County,30.64393678,0.570156671,459,51663
Tyler County,31.71206226,0.462013619,484,50647
Upshur County,31.16912599,0.39600454,467,62794
Upton County,32.28900256,0.520780051,553,52321
Uvalde County,23.07263903,0.401463919,506,57849
Val Verde County,6.937644534,0.38815392,468,59673
Van Zandt County,49.09347054,0.393666544,553,68274
Victoria County,15.35633884,0.42673656,583,70101
Walker County,14.59592461,0.35386159,521,49862
Waller County,23.72943833,0.306347817,736,76135
Ward County,4.710998369,0.465392281,475,71719
Washington County,56.5194393,0.459428723,580,75085
Webb County,2.415485498,0.317887422,580,62506
Wharton County,35.01843702,0.41741406,570,66100
Wheeler County,96.80762852,0.537935323,460,67964
Wichita County,4.862136878,0.428237322,569,62168
Wilbarger County,30.02810116,0.469530309,535,51626
Willacy County,17.2267439,0.342237979,384,45645
Williamson County,3.233078573,0.345851432,900,108309
Wilson County,45.16827574,0.347541279,652,92461
Winkler County,5.148353882,0.434764937,474,91898
Wise County,43.4081821,0.334617041,625,89897
Wood County,27.84046613,0.456833942,527,62524
Yoakum County,36.40680649,0.397704788,443,82261
Young County,47.87234043,0.468852819,593,63723
Zapata County,22.07106158,0.4499602,383,36527
Zavala County,23.02095776,0.429036812,507,41887
Beaver County,35.96443966,0.394396552,341,85603
Box Elder County,19.46350593,0.316281971,478,77865
Cache County,9.471636641,0.31242654,486,78292
Carbon County,16.00931451,0.467132392,412,53673
Daggett County,51.25523013,1.208158996,471,58750
Davis County,1.004042593,0.313316775,551,108058
Duchesne County,43.16685093,0.42988992,427,74738
Emery County,47.53469147,0.403405177,382,69956
Garfield County,56.1436673,0.678449905,336,61688
Grand County,7.968941561,0.544850838,433,62521
Iron County,8.220092211,0.346153846,409,65527
Juab County,22.33586523,0.298713996,464,89803
Kane County,22.17008798,0.734780059,458,75000
Millard County,38.24049514,0.36766873,380,70877
Morgan County,27.72473841,0.292751852,599,126092
Piute County,70.4041721,0.58148631,304,44650
Rich County,52.68895349,1.168968023,405,76875
Salt Lake County,0.323117982,0.361897073,580,94658
San Juan County,52.05122937,0.384357236,377,54890
Sanpete County,30.61954966,0.339776129,440,67459
Sevier County,28.5079929,0.386545293,389,73765
Summit County,17.62972929,0.607900902,762,137058
Tooele County,6.604488211,0.285697377,458,101846
Uintah County,26.7053019,0.359594852,404,69861
Utah County,3.107460314,0.272080767,542,96877
Wasatch County,14.1845845,0.407998309,670,115146
Washington County,2.659382619,0.37987814,495,76411
Wayne County,61.34969325,0.656825153,384,70074
Weber County,4.222832267,0.357075598,525,87083
Addison County,19.73874418,0.46050937,795,88478
Bennington County,6.776640838,0.563649127,809,71494
Caledonia County,15.94891109,0.526739807,684,66075
Chittenden County,3.418183095,0.433272266,957,94310
Essex County,16.23322842,0.813980454,581,58985
Franklin County,13.84482826,0.44746015,710,79078
Grand Isle County,17.26886291,0.704171095,876,90625
Lamoille County,11.01036269,0.538631515,887,69897
Orange County,17.5374376,0.499866889,759,77328
Orleans County,19.65663998,0.599798024,695,66426
Rutland County,10.36579288,0.564370909,748,64778
Washington County,7.937303656,0.515674086,824,79853
Windham County,8.372235738,0.659784777,853,68021
Windsor County,11.90703156,0.602682982,829,75247
Accomack County,7.602286672,0.655382958,422,57500
Albemarle County,7.381961078,0.412230529,666,102617
Alleghany County,11.27665391,0.541006014,399,55160
Amelia County,18.29979586,0.420676582,430,66339
Amherst County,12.164297,0.451848341,388,67298
Appomattox County,20.34558,0.435218494,389,62337
Arlington County,0.01251006,0.503513242,1159,140160
Augusta County,18.56986594,0.418330747,439,79972
Bath County,21.61631049,0.819454679,468,61709
Bedford County,14.39487966,0.454880631,412,77644
Bland County,52.37633366,0.518105399,331,61375
Botetourt County,15.50001465,0.439801928,459,80467
Brunswick County,13.07936508,0.503809524,391,52978
Buchanan County,4.723057106,0.55495921,344,42216
Buckingham County,21.91060473,0.422611744,370,59199
Campbell County,11.60059268,0.458295689,370,62608
Caroline County,6.392448547,0.379155838,444,86267
Carroll County,25.8874222,0.569215512,324,52575
Charles City County,12.79707495,0.4980195,427,70339
Charlotte County,34.9085095,0.530556049,390,48892
Chesterfield County,0.415605206,0.365763367,591,98910
Clarke County,26.99063983,0.415309655,615,114185
Craig County,38.51729136,0.496376061,447,67778
Culpeper County,10.85077951,0.347955457,515,96098
Cumberland County,23.05704631,0.466607036,497,57057
Dickenson County,8.053090746,0.548206696,348,43831
Dinwiddie County,12.24804031,0.416293393,456,83898
Essex County,9.267059815,0.541514556,487,56481
Fairfax County,0.066326421,0.36897474,1046,150113
Fauquier County,13.70856126,0.375060964,774,129495
Floyd County,42.66189807,0.507472219,342,61401
Fluvanna County,10.05357267,0.394107006,560,91959
Franklin County,15.92465446,0.509445153,386,68348
Frederick County,6.869909998,0.373227736,526,95603
Giles County,21.53269219,0.502994012,357,64819
Gloucester County,3.362056084,0.428450466,501,83689
Goochland County,9.495801297,0.386670446,580,118695
Grayson County,40.35375041,0.587029152,331,42864
Greene County,8.600073584,0.399512509,511,85268
Greensville County,8.430493274,0.359820628,487,56759
Halifax County,22.69193973,0.519672327,357,49244
Hanover County,4.440243173,0.381435968,564,109504
Henrico County,0.248010015,0.422101235,566,86397
Henry County,5.224258378,0.51523742,343,48445
Highland County,109.8807496,0.783219761,373,62946
Isle of Wight County,5.178056763,0.410996043,584,96118
James City County,0.954140851,0.415473991,658,107046
King and Queen County,16.30354232,0.516525863,537,72851
King George County,5.864797335,0.365769017,514,110517
King William County,6.34359401,0.395434692,503,85212
Lancaster County,4.881576568,0.676459953,504,67169
Lee County,28.87970615,0.498484848,301,42269
Loudoun County,3.004195047,0.326591186,901,178707
Louisa County,10.73404735,0.428578214,499,80343
Lunenburg County,24.79270315,0.48946932,392,54460
Madison County,31.36401909,0.42871176,457,82972
Mathews County,7.556382237,0.637758661,423,75487
Mecklenburg County,12.7822476,0.622372178,405,51691
Middlesex County,6.393277925,0.652114348,531,74154
Montgomery County,5.282935009,0.426564173,492,70769
Nelson County,27.02153596,0.673642151,487,68525
New Kent County,4.114923947,0.348850026,525,120125
Northampton County,12.57914029,0.621126291,527,55933
Northumberland County,8.95377914,0.726708075,492,69500
Nottoway County,19.38331627,0.427520471,385,62161
Orange County,11.02960037,0.40771046,560,94175
Page County,20.77176391,0.501477666,456,59396
Patrick County,26.11509129,0.578114167,320,50938
Pittsylvania County,17.72428884,0.496010773,390,54115
Powhatan County,8.026673253,0.365553223,566,110667
Prince Edward County,14.49991022,0.411698689,390,55082
Prince George County,2.821812843,0.308426438,554,88225
Prince William County,0.635811051,0.322444734,787,128873
Pulaski County,11.61440186,0.507430239,427,60767
Rappahannock County,53.34937826,0.514507287,639,98125
Richmond County,11.82854042,0.42962561,466,64184
Roanoke County,2.609571167,0.434082643,513,82931
Rockbridge County,28.61230329,0.505856581,448,63975
Rockingham County,19.64094258,0.4116956,454,78468
Russell County,31.78599528,0.502439024,333,49020
Scott County,50.02805311,0.550589115,358,45136
Shenandoah County,18.90363328,0.469157809,447,64437
Smyth County,19.49411401,0.517554999,362,46859
Southampton County,15.49523438,0.43330918,456,68465
Spotsylvania County,1.848428835,0.355345643,534,109576
Stafford County,1.367519344,0.318874727,628,133792
Surry County,17.17586259,0.522571819,525,71458
Sussex County,9.857714126,0.4344834,441,62821
Tazewell County,12.86173633,0.509427653,388,45788
Warren County,7.44212336,0.39886013,491,84331
Washington County,25.10259159,0.471459204,393,62774
Westmoreland County,7.330387315,0.587470756,463,59766
Wise County,3.431218368,0.47633889,404,50740
Wythe County,25.33807829,0.498790036,362,55359
York County,0.812211175,0.395056715,680,108326
Chesapeake,0.705890658,0.376463253,698,94189
Suffolk,2.240434509,0.384569129,657,90089
Virginia Beach,0.283636172,0.41937257,709,90685
Adams County,26.52217311,0.325300632,541,65042
Asotin County,6.393464459,0.451316432,467,69107
Benton County,6.13227004,0.374865943,630,87316
Chelan County,8.765450337,0.469407101,536,78306
Clallam County,6.593293825,0.491226045,602,67999
Clark County,3.654681007,0.3814258,683,94948
Columbia County,74.28571429,0.551055901,530,71528
Cowlitz County,3.167166746,0.402554789,596,72932
Douglas County,13.49492303,0.386963642,542,80374
Ferry County,22.27230545,0.544213178,461,54650
Franklin County,7.41816314,0.301151741,543,82755
Garfield County,84.85856905,0.508735441,457,62411
Grant County,11.82234021,0.377168941,469,71115
Grays Harbor County,4.73726779,0.469464522,551,63539
Island County,4.359490275,0.490274983,719,88358
Jefferson County,5.538534056,0.570321706,660,71143
King County,0.685408282,0.422325166,1065,122148
Kitsap County,2.025442399,0.409810959,722,98546
Kittitas County,15.32010296,0.504982147,659,69928
Klickitat County,29.0581993,0.444453656,536,70400
Lewis County,17.97837999,0.413985227,560,69690
Lincoln County,60.6137245,0.492328444,500,71227
Mason County,5.284926471,0.484705308,561,78359
Okanogan County,22.49566107,0.489853589,488,60293
Pacific County,11.96122912,0.669003918,466,62350
Pend Oreille County,12.83840357,0.560703321,462,63750
Pierce County,1.431197339,0.388609922,801,96632
San Juan County,14.14184701,0.74732162,811,83682
Skagit County,6.644768563,0.425445998,719,85474
Skamania County,10.82148499,0.465955766,646,90085
Snohomish County,1.640989084,0.379456159,832,107982
Spokane County,4.291776015,0.410391638,609,73513
Stevens County,19.25941038,0.460614098,462,67405
Thurston County,3.657828016,0.407157854,735,93985
Wahkiakum County,29.58333333,0.459791667,524,57091
Walla Walla County,14.40355739,0.406312432,650,72212
Whatcom County,6.733232888,0.433821088,692,80989
Whitman County,19.27725779,0.43868675,554,52893
Yakima County,9.759286408,0.354502307,526,68015
Barbour County,35.39592687,0.463985946,361,48347
Berkeley County,6.22950098,0.385297204,408,77329
Boone County,1.512490242,0.496048009,376,56152
Braxton County,33.60716953,0.520952618,298,44449
Brooke County,3.523608175,0.502701433,371,52116
Cabell County,4.590715824,0.503710829,441,52828
Calhoun County,44.78120211,0.544696067,234,41421
Clay County,17.42749382,0.51307062,300,42790
Doddridge County,50.29546947,0.426526592,287,61164
Fayette County,7.25388601,0.495699482,385,52672
Gilmer County,33.72681282,0.43816751,261,50991
Grant County,43.56941026,0.515905569,373,61530
Greenbrier County,24.17506515,0.561458039,364,48662
Hampshire County,36.98566805,0.528768966,364,60299
Hancock County,2.815997719,0.506808298,388,61017
Hardy County,34.87966516,0.573212417,387,49302
Harrison County,12.70318898,0.473647475,387,58326
Jackson County,34.3459124,0.464752147,396,55671
Jefferson County,8.487855837,0.396252285,459,95523
Kanawha County,1.334054029,0.51975205,431,58887
Lewis County,26.94665291,0.496935122,335,52279
Lincoln County,8.928110647,0.494452186,324,48593
Logan County,0.687172775,0.484489529,385,47237
McDowell County,1.16638479,0.547034467,335,29980
Marion County,10.97953243,0.472299592,403,67537
Marshall County,20.95114805,0.502009948,417,60329
Mason County,32.49899071,0.492208317,417,53454
Mercer County,6.501634101,0.510360893,386,47799
Mineral County,20.0164314,0.467772052,392,68049
Mingo County,0.552689757,0.532148121,377,39527
Monongalia County,4.461944672,0.458108319,427,62704
Monroe County,69.33076553,0.502567806,346,54508
Morgan County,16.53543307,0.516422947,348,63805
Nicholas County,16.69650664,0.522130158,352,49280
Ohio County,4.331954247,0.515429545,454,57867
Pendleton County,98.92328398,0.623822342,348,61738
Pleasants County,26.90948627,0.437347105,347,61038
Pocahontas County,62.58983405,0.894551156,315,41200
Preston County,34.38555278,0.446777272,368,61373
Putnam County,11.35507386,0.436171518,460,77871
Raleigh County,5.001450697,0.478550408,396,52055
Randolph County,14.15961751,0.481426995,354,55057
Ritchie County,60.83231334,0.5124847,261,50256
Roane County,34.63810931,0.528581979,302,45194
Summers County,34.04365904,0.567914068,293,42544
Taylor County,22.75215963,0.452609807,362,56807
Tucker County,20.6907044,0.709721588,335,53475
Tyler County,35.57312253,0.528369246,355,58293
Upshur County,19.45031712,0.475137421,329,51859
Wayne County,5.746361968,0.485195137,371,55539
Webster County,7.172517931,0.55467472,325,42061
Wetzel County,16.12668894,0.530437309,358,53341
Wirt County,58.48903331,0.553005686,310,54688
Wood County,10.21061662,0.486919536,360,56193
Wyoming County,1.652975356,0.499649369,373,48038
Adams County,14.09704009,0.790230423,538,59153
Ashland County,12.90442084,0.580513707,531,57645
Barron County,23.88378552,0.511984619,588,64619
Bayfield County,21.08326405,0.788989191,554,69609
Brown County,3.311318723,0.416645674,616,77490
Buffalo County,66.54783125,0.486185383,611,68722
Burnett County,17.57142026,0.891836853,505,61664
Calumet County,10.42871535,0.413473378,647,87700
Chippewa County,19.10194139,0.43101169,583,74009
Clark County,51.29162955,0.426481998,525,66250
Columbia County,20.63221654,0.461617882,661,82792
Crawford County,56.15942029,0.543790605,541,63496
Dane County,3.882062796,0.433213733,877,88108
Dodge County,16.79923281,0.43199639,640,73992
Door County,20.68038804,0.786444678,680,71785
Douglas County,4.810732677,0.51940103,592,72579
Dunn County,26.20570066,0.407759835,642,71785
Eau Claire County,9.243774694,0.421005238,619,71834
Florence County,17.11962337,0.997004066,529,62786
Fond du Lac County,11.15384247,0.440284265,631,73154
Forest County,11.36124553,0.914790659,478,59727
Grant County,43.26390216,0.424077967,570,64349
Green County,35.87661028,0.440577683,638,80248
Green Lake County,26.38100155,0.554001033,558,66917
Iowa County,64.01535701,0.459333139,661,83372
Iron County,9.141940658,0.893664796,501,59058
Jackson County,36.61958434,0.460978742,622,65508
Jefferson County,11.07310569,0.424940576,675,80604
Juneau County,23.39225273,0.550545318,566,65150
Kenosha County,2.18068905,0.431971983,704,79412
